
"178","4","-68","-58","-78","-50"
"179","4","-68","-60","-78","-50"
"180","4","-68","-61","-78","-50"
"181","4","-68","-59","-78","-50"
"183","4","-68","-57","-78","-50"
"184","4","-68","-58","-78","-50"
"185","4","-68","-61","-78","-50"
"186","4","-68","-59","-78","-50"
"187","4","-68","-55","-78","-50"
"189","4","-68","-60","-78","-50"
"190","4","-68","-56","-78","-41"
"191","4","-68","-57","-78","-41"
"192","4","-68","-55","-78","-41"
"193","4","-68","-58","-78","-41"
"194","4","-68","-62","-78","-41"
"195","4","-68","-62","-78","-41"
"196","4","-68","-61","-78","-41"
"197","4","-68","-57","-78","-41"
"198","4","-68","-55","-78","-41"
"199","4","-68","-61","-78","-41"
"200","4","-68","-60","-78","-41"
"201","4","-68","-58","-78","-41"
"202","4","-68","-55","-78","-41"
"203","4","-68","-58","-78","-41"
"205","4","-68","-56","-78","-41"
"206","4","-68","-57","-78","-41"
"207","4","-68","-58","-78","-41"
"209","4","-68","-54","-78","-41"
"210","4","-68","-52","-78","-41"
"211","4","-68","-54","-78","-41"
"213","4","-68","-57","-78","-41"
